name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Houston,TX",2007-06-07,90.3,78.6,84.2,100.4,78.6,90.7,74.6,73.8,0.009,100,4.17,rain,0,0,31.8,18.9,168.2,1008.5,73.3,9.6,,,,,2007-06-07T06:20:32,2007-06-07T20:20:14,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-08,91.2,80.5,85.1,102.3,86,93.9,75.7,74.2,0,0,0,,0,0,,13.6,151.5,1014.2,70.1,9.4,,,,,2007-06-08T06:20:28,2007-06-08T20:20:40,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-09,91.6,78.2,83.9,100.1,78.2,88.8,73.8,73.4,0,0,0,,0,0,,9.6,152.3,1016.7,51,8.7,,,,,2007-06-09T06:20:25,2007-06-09T20:21:06,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-10,92.2,74.8,82.8,98.4,74.8,86.1,71.9,71.7,0.032,100,4.17,rain,0,0,,8.9,188.8,1014.3,39.2,8.8,,,,,2007-06-10T06:20:23,2007-06-10T20:21:31,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-11,91.6,73.9,82.6,98.2,73.9,86.1,71.3,70.5,0.001,100,4.17,rain,0,0,,10,169.5,1013.6,45.9,9.6,,,,,2007-06-11T06:20:22,2007-06-11T20:21:55,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-12,91.5,74.7,83.2,98.9,74.7,87.1,71.8,70.1,0,0,0,,0,0,,9.5,182.7,1014.1,54.5,9.7,,,,,2007-06-12T06:20:23,2007-06-12T20:22:18,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-13,91.2,75.3,81.8,97.6,75.3,84.7,72.1,73.9,0.214,100,12.5,rain,0,0,33,15.7,259.8,1011.9,53.7,9.6,,,,,2007-06-13T06:20:25,2007-06-13T20:22:40,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-14,89.9,74.2,80.7,96.5,74.2,83.3,71.6,75.5,0.297,100,45.83,rain,0,0,35.6,14.8,168.9,1010.7,57,9,,,,,2007-06-14T06:20:29,2007-06-14T20:23:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-15,87,74,80.1,94.7,74,82.8,71.5,75.4,0.263,100,41.67,rain,0,0,,9.8,157.8,1011.2,57.8,9.3,,,,,2007-06-15T06:20:34,2007-06-15T20:23:21,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-16,85.3,74.7,78.6,92.4,74.7,80,72.6,82.4,0.449,100,37.5,rain,0,0,,14.1,104.8,1013.3,64.2,9.2,,,,,2007-06-16T06:20:40,2007-06-16T20:23:40,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-17,81.7,74.7,77.3,86.9,74.7,77.7,72.9,86.3,1.617,100,45.83,rain,0,0,46.1,11.2,112.1,1014,65.3,8.9,,,,,2007-06-17T06:20:47,2007-06-17T20:23:58,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-18,91.3,76.3,84,101.8,76.3,89.8,74.5,74.4,0.009,100,16.67,rain,0,0,,15.6,174.1,1012,53.1,9.7,,,,,2007-06-18T06:20:56,2007-06-18T20:24:15,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-19,91.6,80,85,105.7,80,94.4,76.9,77.5,0.046,100,33.33,rain,0,0,,12.9,167.9,1015.2,60.7,9.5,,,,,2007-06-19T06:21:05,2007-06-19T20:24:31,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-20,88.1,77.8,82.8,96.1,77.8,87.9,73.8,75,0.06,100,25,rain,0,0,30,13.9,158.9,1018.1,68.1,9.6,,,,,2007-06-20T06:21:16,2007-06-20T20:24:45,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-21,87,77.9,81.6,93.6,77.9,84.7,73.1,76.2,0.013,100,16.67,rain,0,0,,11.7,118.8,1017.9,66.6,9.7,,,,,2007-06-21T06:21:29,2007-06-21T20:24:58,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-22,87.2,77.6,81.5,94.8,77.6,85.1,73.4,77,0.095,100,20.83,rain,0,0,,9.3,114.6,1016.5,71.5,9.6,,,,,2007-06-22T06:21:42,2007-06-22T20:25:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-23,85.2,74.3,78.5,92.1,74.3,80,72.1,81.2,0.166,100,29.17,rain,0,0,39.1,11.1,195.1,1014,77.9,8.9,,,,,2007-06-23T06:21:56,2007-06-23T20:25:21,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-24,89,73.9,80.8,93.1,73.9,83.4,70.8,73.3,0.053,100,33.33,rain,0,0,,13.6,123.8,1013.9,68.2,9.4,,,,,2007-06-24T06:22:12,2007-06-24T20:25:31,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-25,82.1,75.2,78,89.1,75.2,78.7,72.6,83.8,0.583,100,54.17,rain,0,0,34.1,12.6,137.5,1016.9,70.7,9.2,,,,,2007-06-25T06:22:28,2007-06-25T20:25:39,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-26,88.4,76.1,83.1,99.2,76.1,89.9,75.8,79.2,0.113,100,29.17,rain,0,0,31.1,15.5,153.5,1018.4,68.7,8.7,,,,,2007-06-26T06:22:46,2007-06-26T20:25:46,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-27,90.1,78.4,83.6,98.5,78.4,89,74,74,0,0,0,,0,0,,15.8,157.1,1017,67.3,9.3,,,,,2007-06-27T06:23:05,2007-06-27T20:25:52,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-28,88.4,75.6,81.8,97,75.6,85.1,72.7,75,0.074,100,16.67,rain,0,0,50.6,14.2,154.8,1015.1,61.5,9.5,,,,,2007-06-28T06:23:24,2007-06-28T20:25:56,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-29,86.6,74.4,80.8,94.1,74.4,84.9,72.8,77.2,0.081,100,50,rain,0,0,,9.1,145.7,1015.1,54.5,9.6,,,,,2007-06-29T06:23:45,2007-06-29T20:25:59,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-06-30,85.7,74.9,80.7,92.9,74.9,84.2,73.3,78.8,0.209,100,70.83,rain,0,0,,9.4,170.1,1015.5,52.5,9.6,,,,,2007-06-30T06:24:06,2007-06-30T20:26:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-01,82.1,74.5,78,88.7,74.5,79.4,73.3,85.7,0.533,100,37.5,rain,0,0,,7.5,158.5,1016,58.2,9.5,,,,,2007-07-01T06:24:29,2007-07-01T20:26:01,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-02,81.9,73.4,77.6,86.4,73.4,78.7,72.6,85,1.411,100,50,rain,0,0,31.1,9,158.8,1016.9,75.3,8.4,,,,,2007-07-02T06:24:52,2007-07-02T20:26:00,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-03,84.4,75.6,79.9,89.6,75.6,82.3,72.2,78.4,0.007,100,16.67,rain,0,0,,13.2,145.4,1016,69.4,9.9,,,,,2007-07-03T06:25:16,2007-07-03T20:25:58,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-04,79.1,74.9,76.1,79.1,74.9,76.1,72.3,88.1,0.346,100,50,rain,0,0,,9.8,106.7,1014.7,87.5,9.3,,,,,2007-07-04T06:25:41,2007-07-04T20:25:54,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-05,84,71.6,77.4,91.6,71.6,79.2,72.6,85.7,1.715,100,54.17,rain,0,0,,10.4,151.8,1015,81.8,8.8,,,,,2007-07-05T06:26:07,2007-07-05T20:25:48,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-06,82.8,76.7,79,91,76.7,80.4,75,87.7,0.67,100,54.17,rain,0,0,31.1,8.2,209.3,1015.6,73,8.1,,,,,2007-07-06T06:26:33,2007-07-06T20:25:42,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-07,89.7,75.2,80.7,98.5,75.2,83.8,73.9,81.3,0.295,100,29.17,rain,0,0,39.1,9.3,269.5,1015.5,67.6,9,,,,,2007-07-07T06:27:01,2007-07-07T20:25:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-08,91,75.8,82.7,100,75.8,87.8,74.1,76.5,0.016,100,12.5,rain,0,0,,10.2,178.9,1013.4,61.7,9.5,,,,,2007-07-08T06:27:28,2007-07-08T20:25:24,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-09,91.6,78.6,84.2,100.4,78.6,90,74.6,74.3,0,0,0,,0,0,,12,171.6,1013.4,55.3,9.8,,,,,2007-07-09T06:27:57,2007-07-09T20:25:13,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-10,93.2,79,85.2,102.4,79,92.1,74.5,72.1,0,0,0,,0,0,,11.1,181.8,1015,55.7,9.7,,,,,2007-07-10T06:28:26,2007-07-10T20:25:01,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-11,93.4,77.6,84.7,101.2,77.6,90.3,74.1,72.5,0,0,0,,0,0,,10.9,199.1,1017.8,58.4,9.5,,,,,2007-07-11T06:28:56,2007-07-11T20:24:47,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-12,93.6,76.6,84.1,103.1,76.6,89.3,74.1,73.9,0.236,100,12.5,rain,0,0,34.4,8.9,193.4,1017.8,59.8,9.7,,,,,2007-07-12T06:29:26,2007-07-12T20:24:31,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-13,92.9,76.2,84.1,103.2,76.2,89.6,74.1,73.4,0,0,0,,0,0,,10.2,211.3,1016.1,59.1,9.7,,,,,2007-07-13T06:29:57,2007-07-13T20:24:14,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-14,87.6,78.7,81.7,96.9,78.7,86.5,74.9,80.2,0.251,100,33.33,rain,0,0,30,7.8,218.4,1014,67.5,9.4,,,,,2007-07-14T06:30:28,2007-07-14T20:23:56,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-15,84.6,73.8,79,90.8,73.8,80.7,72.9,82.1,0.805,100,62.5,rain,0,0,,12.9,202.3,1013.1,74.7,9.4,,,,,2007-07-15T06:31:00,2007-07-15T20:23:36,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-16,86.5,73.4,78.9,94.2,73.4,81.3,72.1,80.3,0.209,100,29.17,rain,0,0,,8.8,150,1014.3,59.3,9.7,,,,,2007-07-16T06:31:32,2007-07-16T20:23:15,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-17,88.8,73.3,79.5,96.3,73.3,81.8,72.1,79.3,0.136,100,33.33,rain,0,0,38.4,9.8,140.4,1016.6,58.8,9.7,,,,,2007-07-17T06:32:05,2007-07-17T20:22:53,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-18,87.4,74.7,79.5,95.8,74.7,82.3,72.4,79.6,0.017,100,16.67,rain,0,0,,10.7,135.1,1018.1,65.7,9.9,,,,,2007-07-18T06:32:38,2007-07-18T20:22:29,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-19,84.1,73.7,78.8,91.8,73.7,80.5,73.6,84.4,0.993,100,25,rain,0,0,41.4,7.9,95.1,1016.7,65.4,9.3,,,,,2007-07-19T06:33:11,2007-07-19T20:22:03,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-20,83.3,73.6,78.8,90,73.6,80.4,73.6,84.5,0.783,100,33.33,rain,0,0,,6.2,132.3,1016.5,68.3,9.4,,,,,2007-07-20T06:33:45,2007-07-20T20:21:37,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-21,90.2,78.2,83.2,97.4,78.2,87.6,74.4,76.3,0.001,100,4.17,rain,0,0,,8.6,118.8,1017.3,55.2,9.8,,,,,2007-07-21T06:34:19,2007-07-21T20:21:08,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-22,90,76,81.8,98.5,76,85.1,73.6,77.5,0.575,100,45.83,rain,0,0,32.2,10.3,342,1017.3,58.1,9.4,,,,,2007-07-22T06:34:53,2007-07-22T20:20:39,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-23,90.3,74.2,81.3,92.6,74.2,82.3,68,66.8,0,0,0,,0,0,,9.4,13.6,1015.6,62.2,9.6,,,,,2007-07-23T06:35:28,2007-07-23T20:20:08,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-24,89.1,70.6,79.9,90.7,70.6,80.7,67.3,68.1,0,0,0,,0,0,,9.2,66.3,1014,61.1,9.3,,,,,2007-07-24T06:36:02,2007-07-24T20:19:36,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-25,87.6,74.5,80.3,93.5,74.5,82.7,71,74.2,0.004,100,8.33,rain,0,0,,12.5,114.1,1015.2,66.4,9,,,,,2007-07-25T06:36:37,2007-07-25T20:19:02,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-26,81.6,75.5,78.3,86.4,75.5,79.3,73.2,84.4,0.266,100,54.17,rain,0,0,35.6,14.8,115.1,1016.1,70.2,9.5,,,,,2007-07-26T06:37:12,2007-07-26T20:18:27,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-27,81.8,75.2,78.4,87.9,75.2,79.7,73.9,86.3,0.513,100,50,rain,0,0,,11.9,65.8,1013.4,91.2,9,,,,,2007-07-27T06:37:48,2007-07-27T20:17:50,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-28,89.3,77.8,81.9,97.7,77.8,86.1,74.8,79.9,0.066,100,25,rain,0,0,,8.5,219.7,1011.4,73.7,9.4,,,,,2007-07-28T06:38:23,2007-07-28T20:17:13,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-29,86.6,76.6,81.9,96,76.6,87,75.2,80.8,0.199,100,20.83,rain,0,0,,8,178.6,1011.2,55.2,9.7,,,,,2007-07-29T06:38:58,2007-07-29T20:16:34,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-30,91.9,76.8,84.1,100.3,76.8,89.6,74.7,75.1,0.02,100,12.5,rain,0,0,30,9.3,195.2,1012.9,55.1,8.8,,,,,2007-07-30T06:39:34,2007-07-30T20:15:54,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-07-31,93.4,78,85.2,100,78,91.1,73.8,70.9,0,0,0,,0,0,,7,218.4,1013.5,57.2,9.4,,,,,2007-07-31T06:40:09,2007-07-31T20:15:12,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-01,91.2,78.1,82.8,99.3,78.1,87.8,74.2,76.3,0.064,100,4.17,rain,0,0,33.2,12.2,191.2,1012.7,63.7,9.7,,,,,2007-08-01T06:40:45,2007-08-01T20:14:29,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-02,85.9,77.6,80.7,94.7,77.6,84.2,74.4,81.6,1.245,100,29.17,rain,0,0,,7.5,294.1,1013.1,68.2,9.3,,,,,2007-08-02T06:41:20,2007-08-02T20:13:45,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-03,90,76.2,82.3,100.1,76.2,87.2,74.3,77.7,0.037,100,16.67,rain,0,0,,9.2,95.3,1015.2,60,8.8,,,,,2007-08-03T06:41:56,2007-08-03T20:13:00,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-04,89.3,77.5,82,97.8,77.5,86.3,74.6,79.1,0.405,100,45.83,rain,0,0,,9.1,156,1016.5,50.8,8.1,,,,,2007-08-04T06:42:32,2007-08-04T20:12:14,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-05,90.8,76.2,83.6,99.6,76.2,89,74.4,75.2,0.146,100,12.5,rain,0,0,,10.5,189.7,1016,29.9,9.5,,,,,2007-08-05T06:43:07,2007-08-05T20:11:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-06,94.4,76.6,85.3,105.4,76.6,92,74.8,72.6,0.002,100,4.17,rain,0,0,,12.1,178.7,1015.5,40.5,9.8,,,,,2007-08-06T06:43:43,2007-08-06T20:10:38,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-07,93.6,78.5,85.8,103,78.5,92.2,74.1,70.2,0,0,0,,0,0,,10.8,190.4,1014.9,36.4,9.8,,,,,2007-08-07T06:44:18,2007-08-07T20:09:48,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-08,94.6,77.2,85.1,101.3,77.2,90.3,73.7,70.7,0.003,100,4.17,rain,0,0,,10.5,191.5,1014.6,37.1,9.6,,,,,2007-08-08T06:44:53,2007-08-08T20:08:57,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-09,95.4,75.8,85.2,102.7,75.8,90.6,73.5,70.3,0,0,0,,0,0,,7.8,202.2,1015.3,39.4,9.5,,,,,2007-08-09T06:45:29,2007-08-09T20:08:05,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-10,95,79.3,86.6,104,79.3,93.3,74.2,68.4,0,0,0,,0,0,,6.9,170.3,1015,45.9,9.3,,,,,2007-08-10T06:46:04,2007-08-10T20:07:12,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-11,98,80.5,87.6,108.2,85.9,95.8,74.3,66.5,0,0,0,,0,0,31.1,9.3,345.8,1014.6,43.9,9.3,,,,,2007-08-11T06:46:39,2007-08-11T20:06:18,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-12,101.5,81,89.2,111.1,86.9,97.7,74,63.2,0.014,100,8.33,rain,0,0,33.2,11.3,17,1015.4,24.5,8.8,,,,,2007-08-12T06:47:14,2007-08-12T20:05:23,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-13,99.4,79.2,89,103.3,79.2,94,70.5,58.2,0.001,100,4.17,rain,0,0,,7.4,55,1014.2,55.4,8.7,,,,,2007-08-13T06:47:49,2007-08-13T20:04:27,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-14,100.4,78.8,88.9,107.1,78.8,94.9,72.1,60.9,0,0,0,,0,0,,9.7,62.9,1012.5,59.4,8.1,,,,,2007-08-14T06:48:24,2007-08-14T20:03:30,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-15,91.7,80.6,84.9,104.4,85.9,94,75.9,75,0.057,100,25,rain,0,0,30,13.9,77.3,1011.6,68.2,7.7,,,,,2007-08-15T06:48:58,2007-08-15T20:02:32,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-16,81.7,77.6,80.4,90.1,77.6,85.3,76.8,89,2.192,100,70.83,rain,0,0,31.1,10.9,78,1012.2,82,8.4,,,,,2007-08-16T06:49:33,2007-08-16T20:01:33,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-17,91.7,78.6,82.7,106.1,78.6,88.4,76.6,82.7,0.72,100,33.33,rain,0,0,30,10.5,135.2,1014.5,71.4,9.5,,,,,2007-08-17T06:50:07,2007-08-17T20:00:33,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-18,90,78.8,83.1,103,78.8,90.6,76.6,81.3,0.491,100,29.17,rain,0,0,,10.3,139.8,1015.8,58.1,9.6,,,,,2007-08-18T06:50:42,2007-08-18T19:59:33,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2007-08-19,91.9,78,84.5,99.8,78,90,74.2,73,0,0,0,,0,0,,11.4,155,1014.7,52.4,9.5,,,,,2007-08-19T06:51:16,2007-08-19T19:58:31,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
